area,year,f1units,f1change,f1value,f1valchange,f24units,f24change,f24value,f24valchange,f5units,f5change,f5value,f5valchange
"Pecos",1981,12,0,41100,15.1,0,-100,0,-100,6,-70,16700,79.6
"Pecos",1982,31,158.3,33500,-18.5,0,0,0,0,0,-100,0,-100
"Pecos",1983,28,-9.7,41800,24.8,0,0,0,0,56,0,10200,0
"Pecos",1984,4,-85.7,47900,14.6,0,0,0,0,0,-100,0,-100
"Pecos",1985,0,-100,0,-100,0,0,0,0,0,0,0,0
"Pecos",1986,4,0,52800,0,0,0,0,0,0,0,0,0
"Pecos",1987,5,25,18400,-65.2,0,0,0,0,0,0,0,0
"Pecos",1988,5,0,26800,45.7,0,0,0,0,0,0,0,0
"Pecos",1989,6,20,35100,31,0,0,0,0,0,0,0,0
"Pecos",1990,4,-33.3,15800,-55,0,0,0,0,0,0,0,0
"Pecos",1991,0,-100,0,-100,0,0,0,0,0,0,0,0
"Pecos",1992,3,0,74300,0,0,0,0,0,0,0,0,0
"Pecos",1993,5,66.7,40600,-45.4,0,0,0,0,0,0,0,0
"Pecos",1994,6,20,57400,41.4,0,0,0,0,9,0,55600,0
"Pecos",1995,8,33.3,63500,10.6,0,0,0,0,0,-100,0,-100
"Pecos",1996,5,-37.5,54400,-14.3,0,0,0,0,0,0,0,0
"Pecos",1997,8,60,67500,24.1,0,0,0,0,0,0,0,0
"Pecos",1998,4,-50,49500,-26.7,0,0,0,0,0,0,0,0
"Pecos",1999,6,50,82900,67.5,0,0,0,0,0,0,0,0
"Pecos",2000,4,-33.3,65500,-21,0,0,0,0,0,0,0,0
"Pecos",2001,5,25,96200,46.9,0,0,0,0,0,0,0,0
"Pecos",2002,5,0,121600,26.4,0,0,0,0,0,0,0,0
"Pecos",2003,3,-40,122600,0.8,0,0,0,0,0,0,0,0
"Pecos",2004,1,-66.7,150000,22.3,0,0,0,0,0,0,0,0
"Pecos",2005,16,1500,85800,-42.8,0,0,0,0,0,0,0,0
"Pecos",2006,6,-62.5,100800,17.5,0,0,0,0,48,0,62500,0
"Pecos",2007,13,116.7,107500,6.6,0,0,0,0,0,-100,0,-100
"Pecos",2008,9,-30.8,107500,0,0,0,0,0,0,0,0,0
"Pecos",2009,6,-33.3,107500,0,0,0,0,0,0,0,0,0
"Pecos",2010,6,0,107500,0,0,0,0,0,0,0,0,0
"Pecos",2011,6,0,107500,0,0,0,0,0,0,0,0,0
"Pecos",2012,6,0,107500,0,0,0,0,0,0,0,0,0
"Pecos",2013,7,16.7,107500,0,0,0,0,0,0,0,0,0
"Pecos",2014,7,0,107500,0,0,0,0,0,0,0,0,0
"Pecos",2015,7,0,107500,0,0,0,0,0,0,0,0,0
"Pecos",2016,112,1500,15600,-85.5,0,0,0,0,0,0,0,0
"Pecos",2017,1,-99.1,80000,412.8,0,0,0,0,0,0,0,0
"Polk",1980,21,null,49500,null,0,null,0,null,0,null,0,null
"Polk",1981,11,-47.6,47900,-3.2,0,0,0,0,0,0,0,0
"Polk",1982,18,63.6,52600,9.8,4,0,22500,0,0,0,0,0
"Polk",1983,27,50,48000,-8.7,16,300,19400,-13.8,178,0,16600,0
"Polk",1984,38,40.7,53300,11,0,-100,0,-100,0,-100,0,-100
"Polk",1985,20,-47.4,51000,-4.3,0,0,0,0,0,0,0,0
"Polk",1986,6,-70,59400,16.5,0,0,0,0,0,0,0,0
"Polk",1987,7,16.7,75700,27.4,0,0,0,0,0,0,0,0
"Polk",1988,13,85.7,69100,-8.7,0,0,0,0,0,0,0,0
"Polk",1989,2,-84.6,127500,84.5,0,0,0,0,0,0,0,0
"Polk",1990,6,200,49800,-60.9,0,0,0,0,0,0,0,0
"Polk",1991,5,-16.7,145100,191.4,0,0,0,0,0,0,0,0
"Polk",1992,6,20,56200,-61.3,0,0,0,0,24,0,25000,0
"Polk",1993,16,166.7,54800,-2.5,0,0,0,0,0,-100,0,-100
"Polk",1994,18,12.5,48200,-12,0,0,0,0,0,0,0,0
"Polk",1995,16,-11.1,56100,16.4,0,0,0,0,0,0,0,0
"Polk",1996,16,0,88000,56.9,0,0,0,0,0,0,0,0
"Polk",1997,14,-12.5,71700,-18.5,0,0,0,0,0,0,0,0
"Polk",1998,9,-35.7,74400,3.8,0,0,0,0,0,0,0,0
"Polk",1999,13,44.4,110300,48.3,0,0,0,0,0,0,0,0
"Polk",2000,7,-46.2,95400,-13.5,16,0,51600,0,94,0,17600,0
"Polk",2001,14,100,92100,-3.5,4,-75,22500,-56.4,0,-100,0,-100
"Polk",2002,172,1128.6,117400,27.5,0,-100,0,-100,0,0,0,0
"Polk",2003,165,-4.1,128300,9.3,0,0,0,0,0,0,0,0
"Polk",2004,187,13.3,124200,-3.2,0,0,0,0,0,0,0,0
"Polk",2005,185,-1.1,144000,15.9,2,0,67900,0,0,0,0,0
"Polk",2006,460,148.6,157600,9.4,0,-100,0,-100,0,0,0,0
"Polk",2007,240,-47.8,167300,6.2,0,0,0,0,0,0,0,0
"Polk",2008,349,45.4,176400,5.4,4,0,50000,0,0,0,0,0
"Polk",2009,362,3.7,175600,-0.5,4,0,50000,0,0,0,0,0
"Polk",2010,346,-4.4,172700,-1.7,0,-100,0,-100,0,0,0,0
"Polk",2011,238,-31.2,177000,2.5,0,0,0,0,0,0,0,0
"Polk",2012,348,46.2,178600,0.9,4,0,54500,0,0,0,0,0
"Polk",2013,362,4,190400,6.6,6,50,48300,-11.4,0,0,0,0
"Polk",2014,469,29.6,203400,6.8,0,-100,0,-100,0,0,0,0
"Polk",2015,471,0.4,197700,-2.8,0,0,0,0,0,0,0,0
"Polk",2016,471,0,204700,3.5,0,0,0,0,0,0,0,0
"Polk",2017,295,-37.4,196600,-4,0,0,0,0,0,0,0,0
"Potter",1980,592,null,55400,null,42,null,31900,null,580,null,20300,null
"Potter",1981,397,-32.9,75500,36.3,16,-61.9,25000,-21.6,345,-40.5,10400,-48.8
"Potter",1982,484,21.9,90600,20,33,106.2,23300,-6.8,1001,190.1,22500,116.3
"Potter",1983,1036,114,72900,-19.5,111,236.4,25300,8.6,2342,134,20900,-7.1
"Potter",1984,667,-35.6,75100,3,50,-55,31000,22.5,429,-81.7,17000,-18.7
"Potter",1985,412,-38.2,81500,8.5,48,-4,47600,53.5,246,-42.7,45700,168.8
"Potter",1986,435,5.6,78700,-3.4,14,-70.8,38400,-19.3,0,-100,0,-100
"Potter",1987,419,-3.7,87500,11.2,0,-100,0,-100,0,0,0,0
"Potter",1988,178,-57.5,90600,3.5,0,0,0,0,0,0,0,0
"Potter",1989,102,-42.7,99400,9.7,0,0,0,0,0,0,0,0
"Potter",1990,115,12.7,113700,14.4,6,0,50700,0,0,0,0,0
"Potter",1991,177,53.9,116400,2.4,0,-100,0,-100,0,0,0,0
"Potter",1992,292,65,118400,1.7,0,0,0,0,0,0,0,0
"Potter",1993,435,49,114300,-3.5,0,0,0,0,0,0,0,0
"Potter",1994,440,1.1,123300,7.9,14,0,45600,0,0,0,0,0
"Potter",1995,390,-11.4,119900,-2.8,2,-85.7,83500,83.1,0,0,0,0
"Potter",1996,507,30,111000,-7.4,2,0,38000,-54.5,0,0,0,0
"Potter",1997,382,-24.7,120600,8.6,0,-100,0,-100,416,0,29300,0
"Potter",1998,446,16.8,136400,13.1,4,0,44500,0,0,-100,0,-100
"Potter",1999,510,14.3,127200,-6.7,4,0,40100,-9.9,166,0,28500,0
"Potter",2000,518,1.6,128200,0.8,2,-50,97500,143.1,0,-100,0,-100
"Potter",2001,535,3.3,137800,7.5,70,3400,92900,-4.7,366,0,48200,0
"Potter",2002,676,26.4,145300,5.4,4,-94.3,67500,-27.3,184,-49.7,41300,-14.3
"Potter",2003,737,9,153100,5.4,150,3650,78400,16.1,120,-34.8,50200,21.5
"Potter",2004,697,-5.4,154900,1.2,0,-100,0,-100,256,113.3,43400,-13.5
"Potter",2005,824,18.2,176200,13.8,0,0,0,0,288,12.5,38200,-12
"Potter",2006,671,-18.6,193700,9.9,0,0,0,0,264,-8.3,61800,61.8
"Potter",2007,648,-3.4,223900,15.6,4,0,90900,0,627,137.5,72300,17
"Potter",2008,471,-27.3,245400,9.6,0,-100,0,-100,252,-59.8,132400,83.1
"Potter",2009,568,20.6,241200,-1.7,10,0,88400,0,16,-93.7,191100,44.3
"Potter",2010,510,-10.2,245100,1.6,6,-40,73500,-16.9,339,2018.8,151500,-20.7
"Potter",2011,605,18.6,231700,-5.5,24,300,184200,150.6,19,-94.4,78500,-48.2
"Potter",2012,593,-2,241100,4.1,36,50,111300,-39.6,930,4794.7,106600,35.8
"Potter",2013,549,-7.4,245700,1.9,6,-83.3,101300,-9,230,-75.3,43800,-58.9
"Potter",2014,469,-14.6,260200,5.9,24,300,35600,-64.9,360,56.5,115100,162.8
"Potter",2015,502,7,268100,3,2,-91.7,93000,161.2,300,-16.7,81100,-29.5
"Potter",2016,625,24.5,250100,-6.7,14,600,125000,34.4,0,-100,0,-100
"Potter",2017,479,-23.4,257700,3,8,-42.9,134000,7.2,0,0,0,0
"Presidio",1980,1,null,37500,null,0,null,0,null,0,null,0,null
"Presidio",1981,26,2500,12000,-68,0,0,0,0,0,0,0,0
"Presidio",1982,2,-92.3,52200,335,0,0,0,0,0,0,0,0
"Presidio",1983,3,50,41700,-20.1,0,0,0,0,0,0,0,0
"Presidio",1984,3,0,44900,7.7,0,0,0,0,0,0,0,0
"Presidio",1985,0,-100,0,-100,0,0,0,0,0,0,0,0
"Presidio",1986,3,0,44900,0,0,0,0,0,0,0,0,0
"Presidio",1987,3,0,44900,0,0,0,0,0,0,0,0,0
"Presidio",1988,3,0,44900,0,0,0,0,0,0,0,0,0
"Presidio",1989,1,-66.7,10000,-77.7,0,0,0,0,0,0,0,0
"Presidio",1990,1,0,10000,0,0,0,0,0,0,0,0,0
"Presidio",1991,1,0,85000,750,0,0,0,0,0,0,0,0
"Presidio",1992,34,3300,71000,-16.5,0,0,0,0,0,0,0,0
"Presidio",1993,61,79.4,10000,-85.9,2,0,7500,0,0,0,0,0
"Presidio",1994,31,-49.2,14900,49,0,-100,0,-100,0,0,0,0
"Presidio",1995,26,-16.1,7300,-51,0,0,0,0,0,0,0,0
"Presidio",1996,100,284.6,83900,1049.3,0,0,0,0,0,0,0,0
"Presidio",1997,64,-36,90300,7.6,0,0,0,0,0,0,0,0
"Presidio",1998,63,-1.6,90300,0,0,0,0,0,0,0,0,0
"Presidio",1999,67,6.3,90300,0,0,0,0,0,0,0,0,0
"Presidio",2000,67,0,88200,-2.3,0,0,0,0,0,0,0,0
"Presidio",2001,63,-6,90300,2.4,0,0,0,0,0,0,0,0
"Presidio",2002,72,14.3,93500,3.5,0,0,0,0,0,0,0,0
"Presidio",2003,78,8.3,88800,-5,0,0,0,0,0,0,0,0
"Presidio",2004,89,14.1,89000,0.2,0,0,0,0,0,0,0,0
"Presidio",2005,101,13.5,88400,-0.7,2,0,45000,0,0,0,0,0
"Presidio",2006,32,-68.3,137700,55.8,2,0,45000,0,0,0,0,0
"Presidio",2007,13,-59.4,120200,-12.7,2,0,45000,0,0,0,0,0
"Presidio",2008,7,-46.2,141800,18,0,-100,0,-100,0,0,0,0
"Presidio",2009,5,-28.6,152400,7.5,0,0,0,0,0,0,0,0
"Presidio",2010,2,-60,170500,11.9,0,0,0,0,0,0,0,0
"Presidio",2011,2,0,170500,0,0,0,0,0,0,0,0,0
"Presidio",2012,3,50,180400,5.8,2,0,350000,0,0,0,0,0
"Presidio",2013,9,200,113500,-37.1,0,-100,0,-100,0,0,0,0
"Presidio",2014,9,0,70000,-38.3,0,0,0,0,0,0,0,0
"Presidio",2015,7,-22.2,195200,178.9,0,0,0,0,0,0,0,0
"Presidio",2016,11,57.1,196800,0.8,0,0,0,0,0,0,0,0
"Presidio",2017,14,27.3,194900,-1,0,0,0,0,0,0,0,0
"Rains",1980,9,null,19900,null,0,null,0,null,0,null,0,null
"Rains",1981,16,null,13000,null,0,null,0,null,0,null,0,null
"Rains",1982,9,null,27000,null,0,null,0,null,0,null,0,null
"Rains",1983,13,null,13000,null,0,null,0,null,0,null,0,null
"Rains",1984,7,null,30300,null,0,null,0,null,0,null,0,null
"Rains",1985,11,null,44500,null,0,null,0,null,0,null,0,null
"Rains",1986,6,null,28800,null,0,null,0,null,0,null,0,null
"Rains",1987,7,null,36400,null,0,null,0,null,0,null,0,null
"Rains",1988,5,null,59900,null,0,null,0,null,0,null,0,null
"Rains",1989,5,null,59900,null,0,null,0,null,0,null,0,null
"Rains",1990,1,null,68900,null,0,null,0,null,0,null,0,null
"Rains",1991,2,null,29500,null,0,null,0,null,0,null,0,null
"Rains",1992,5,null,30800,null,0,null,0,null,0,null,0,null
"Rains",1993,4,-20,55000,78.6,0,null,0,null,0,null,0,null
"Rains",1994,10,150,42800,-22.2,0,0,0,0,0,0,0,0
"Rains",1995,8,-20,53800,25.7,0,0,0,0,0,0,0,0
"Rains",1996,4,-50,46000,-14.5,0,0,0,0,0,0,0,0
"Rains",1997,3,-25,43300,-5.9,0,0,0,0,0,0,0,0
"Rains",1998,3,0,75000,73.2,0,0,0,0,0,0,0,0
"Rains",1999,9,200,49200,-34.4,0,0,0,0,0,0,0,0
"Rains",2000,9,0,40900,-16.9,0,0,0,0,0,0,0,0
"Rains",2001,11,22.2,56300,37.7,0,0,0,0,0,0,0,0
"Rains",2002,15,36.4,57400,2,0,0,0,0,0,0,0,0
"Rains",2003,16,6.7,76100,32.6,10,0,85000,0,0,0,0,0
"Rains",2004,8,-50,84400,10.9,4,-60,43800,-48.5,20,0,94300,0
"Rains",2005,14,75,70100,-16.9,0,-100,0,-100,0,-100,0,-100
"Rains",2006,2,-85.7,150000,114,0,0,0,0,0,0,0,0
"Rains",2007,8,300,109400,-27.1,3,0,33300,0,0,0,0,0
"Rains",2008,3,-62.5,66700,-39,4,33.3,50000,50.2,0,0,0,0
"Rains",2009,3,0,116700,75,0,-100,0,-100,0,0,0,0
"Rains",2010,0,-100,0,-100,0,0,0,0,0,0,0,0
"Rains",2011,2,0,222500,0,0,0,0,0,0,0,0,0
"Rains",2012,2,0,175000,-21.3,0,0,0,0,0,0,0,0
"Rains",2013,2,0,260000,48.6,0,0,0,0,0,0,0,0
"Rains",2014,3,50,200000,-23.1,2,0,95000,0,0,0,0,0
"Rains",2015,2,-33.3,140000,-30,0,-100,0,-100,0,0,0,0
"Rains",2016,1,-50,204200,45.9,0,0,0,0,0,0,0,0
"Rains",2017,4,300,137500,-32.7,0,0,0,0,0,0,0,0
"Randall",1980,40,null,58800,null,6,null,31700,null,28,null,18600,null
"Randall",1981,36,-10,45800,-22.1,4,-33.3,38000,19.9,0,-100,0,-100
"Randall",1982,78,116.7,57400,25.3,8,100,30400,-20,0,0,0,0
"Randall",1983,116,48.7,61000,6.3,30,275,32000,5.3,67,0,52200,0
"Randall",1984,182,56.9,58500,-4.1,10,-66.7,34600,8.1,200,198.5,27900,-46.6
"Randall",1985,130,-28.6,44300,-24.3,20,100,39600,14.5,5,-97.5,17000,-39.1
"Randall",1986,73,-43.8,78400,77,0,-100,0,-100,9,80,10000,-41.2
"Randall",1987,82,12.3,75200,-4.1,0,0,0,0,0,-100,0,-100
"Randall",1988,50,-39,51800,-31.1,0,0,0,0,0,0,0,0
"Randall",1989,40,-20,52300,1,0,0,0,0,0,0,0,0
"Randall",1990,37,-7.5,60800,16.3,0,0,0,0,0,0,0,0
"Randall",1991,40,8.1,55400,-8.9,0,0,0,0,0,0,0,0
"Randall",1992,61,52.5,65200,17.7,12,0,38800,0,0,0,0,0
"Randall",1993,105,72.1,82200,26.1,13,8.3,40800,5.2,0,0,0,0
"Randall",1994,110,4.8,87300,6.2,12,-7.7,47500,16.4,0,0,0,0
"Randall",1995,61,-44.5,117800,34.9,0,-100,0,-100,0,0,0,0
"Randall",1996,61,0,113100,-4,3,0,52000,0,0,0,0,0
"Randall",1997,56,-8.2,135800,20.1,0,-100,0,-100,0,0,0,0
"Randall",1998,44,-21.4,121800,-10.3,0,0,0,0,0,0,0,0
"Randall",1999,28,-36.4,209500,72,0,0,0,0,0,0,0,0
"Randall",2000,29,3.6,167500,-20,2,0,65000,0,6,0,33800,0
"Randall",2001,30,3.4,161000,-3.9,0,-100,0,-100,0,-100,0,-100
"Randall",2002,46,53.3,138900,-13.7,0,0,0,0,0,0,0,0
"Randall",2003,29,-37,184600,32.9,0,0,0,0,0,0,0,0
"Randall",2004,29,0,184200,-0.2,6,0,80800,0,11,0,28000,0
"Randall",2005,31,6.9,195800,6.3,20,233.3,41400,-48.8,6,-45.5,18000,-35.7
"Randall",2006,32,3.2,237000,21,0,-100,0,-100,208,3366.7,58300,223.9
"Randall",2007,23,-28.1,237900,0.4,4,0,31200,0,5,-97.6,138700,137.9
"Randall",2008,33,43.5,308000,29.5,2,-50,62500,100.3,0,-100,0,-100
"Randall",2009,37,12.1,170300,-44.7,2,0,53100,-15,8,0,62500,0
"Randall",2010,61,64.9,195700,14.9,10,400,99100,86.6,0,-100,0,-100
"Randall",2011,51,-16.4,199100,1.7,4,-60,91500,-7.7,0,0,0,0
"Randall",2012,60,17.6,223400,12.2,8,100,129100,41.1,0,0,0,0
"Randall",2013,70,16.7,228300,2.2,2,-75,71000,-45,36,0,47500,0
"Randall",2014,24,-65.7,256000,12.1,26,1200,76900,8.3,12,-66.7,47500,0
"Randall",2015,50,108.3,236200,-7.7,2,-92.3,146000,89.9,12,0,33300,-29.9
"Randall",2016,77,54,230200,-2.5,8,300,131400,-10,0,-100,0,-100
"Randall",2017,66,-14.3,274900,19.4,8,0,104800,-20.2,204,0,89100,0
"Reagan",1980,10,null,52300,null,0,null,0,null,0,null,0,null
"Reagan",1981,25,150,50700,-3.1,0,0,0,0,0,0,0,0
"Reagan",1982,19,-24,88700,75,0,0,0,0,0,0,0,0
"Reagan",1983,15,-21.1,52600,-40.7,0,0,0,0,0,0,0,0
"Reagan",1984,7,-53.3,45600,-13.3,0,0,0,0,0,0,0,0
"Reagan",1985,0,-100,0,-100,0,0,0,0,0,0,0,0
"Reagan",1986,2,0,53000,0,0,0,0,0,0,0,0,0
"Reagan",1987,5,150,47700,-10,0,0,0,0,0,0,0,0
"Reagan",1988,2,-60,32500,-31.9,0,0,0,0,0,0,0,0
"Reagan",1989,8,300,26900,-17.2,0,0,0,0,0,0,0,0
"Reagan",1990,5,-37.5,34300,27.5,0,0,0,0,0,0,0,0
"Reagan",1991,5,0,18900,-44.9,0,0,0,0,0,0,0,0
"Reagan",1992,1,-80,56000,196.3,0,0,0,0,0,0,0,0
"Reagan",1993,0,-100,0,-100,0,0,0,0,0,0,0,0
"Reagan",1994,0,0,0,0,0,0,0,0,0,0,0,0
"Reagan",1995,3,0,18300,0,0,0,0,0,0,0,0,0
"Reagan",1996,2,-33.3,45000,145.9,0,0,0,0,0,0,0,0
"Reagan",1997,2,0,82200,82.7,0,0,0,0,0,0,0,0
"Reagan",1998,3,50,12700,-84.5,0,0,0,0,0,0,0,0
"Reagan",1999,3,0,12700,0,0,0,0,0,0,0,0,0
"Reagan",2000,3,0,12700,0,0,0,0,0,0,0,0,0
"Reagan",2001,3,0,12700,0,0,0,0,0,0,0,0,0
"Reagan",2002,4,33.3,12700,0,0,0,0,0,0,0,0,0
"Reagan",2003,4,0,12700,0,0,0,0,0,0,0,0,0
"Reagan",2004,1,-75,25000,96.9,0,0,0,0,0,0,0,0
"Reagan",2005,3,200,25000,0,0,0,0,0,0,0,0,0
"Reagan",2006,3,0,105500,322,0,0,0,0,0,0,0,0
"Reagan",2007,3,0,116700,10.6,0,0,0,0,0,0,0,0
"Reagan",2008,5,66.7,113000,-3.2,0,0,0,0,0,0,0,0
"Reagan",2009,3,-40,175000,54.9,0,0,0,0,0,0,0,0
"Reagan",2010,0,-100,0,-100,0,0,0,0,0,0,0,0
"Reagan",2011,4,0,143800,0,0,0,0,0,0,0,0,0
"Reagan",2012,2,-50,206000,43.3,0,0,0,0,0,0,0,0
"Reagan",2013,5,150,120200,-41.7,4,0,281000,0,0,0,0,0
"Reagan",2014,1,-80,15000,-87.5,18,350,59500,-78.8,0,0,0,0
"Reagan",2015,0,-100,0,-100,0,-100,0,-100,0,0,0,0
"Reagan",2016,1,0,204200,0,0,0,0,0,0,0,0,0
"Reagan",2017,0,-100,0,-100,0,0,0,0,0,0,0,0
"Real",1982,3,null,55600,null,0,null,0,null,0,null,0,null
"Real",1983,4,null,53800,null,0,null,0,null,0,null,0,null
"Real",1984,1,null,62500,null,0,null,0,null,0,null,0,null
"Real",1985,0,null,0,null,0,null,0,null,0,null,0,null
"Real",1986,3,null,49000,null,0,null,0,null,0,null,0,null
"Real",1987,1,null,53400,null,0,null,0,null,0,null,0,null
"Real",1988,1,null,58700,null,0,null,0,null,0,null,0,null
"Real",1989,0,null,0,null,0,null,0,null,0,null,0,null
"Real",1990,1,null,68900,null,0,null,0,null,0,null,0,null
"Real",1991,0,null,0,null,0,null,0,null,0,null,0,null
"Real",1992,0,null,0,null,0,null,0,null,0,null,0,null
"Real",1993,3,null,58300,null,0,null,0,null,0,null,0,null
"Real",1994,6,null,75900,null,0,null,0,null,0,null,0,null
"Real",1995,2,-66.7,80700,6.3,4,null,37200,null,0,null,0,null
"Real",1996,2,0,80700,0,4,0,37200,0,0,0,0,0
"Real",1997,24,1100,43600,-46,0,-100,0,-100,0,0,0,0
"Real",1998,21,-12.5,88900,103.9,0,0,0,0,0,0,0,0
"Real",1999,136,547.6,100700,13.3,0,0,0,0,0,0,0,0
"Real",2000,31,-77.2,97700,-3,0,0,0,0,0,0,0,0
"Real",2001,9,-71,70000,-28.4,0,0,0,0,0,0,0,0
"Real",2002,10,11.1,70000,0,0,0,0,0,0,0,0,0
"Real",2003,11,10,70000,0,0,0,0,0,0,0,0,0
"Real",2004,8,-27.3,70000,0,0,0,0,0,0,0,0,0
"Real",2005,0,-100,0,-100,0,0,0,0,0,0,0,0
"Real",2006,0,0,0,0,0,0,0,0,0,0,0,0
"Real",2007,0,0,0,0,2,0,78000,0,0,0,0,0
"Real",2008,0,0,0,0,0,-100,0,-100,0,0,0,0
"Real",2009,0,0,0,0,0,0,0,0,0,0,0,0
"Real",2010,0,0,0,0,0,0,0,0,0,0,0,0
"Real",2011,0,0,0,0,0,0,0,0,0,0,0,0
"Real",2012,0,0,0,0,0,0,0,0,0,0,0,0
"Real",2013,0,0,0,0,0,0,0,0,0,0,0,0
"Real",2014,0,0,0,0,0,0,0,0,0,0,0,0
"Real",2015,0,0,0,0,0,0,0,0,0,0,0,0
"Real",2016,0,0,0,0,0,0,0,0,0,0,0,0
"Real",2017,0,0,0,0,0,0,0,0,0,0,0,0
"Red River",1991,0,null,0,null,0,null,0,null,0,null,0,null
"Red River",1992,3,null,45900,null,24,null,19800,null,0,null,0,null
"Red River",1993,6,null,44200,null,0,null,0,null,0,null,0,null
"Red River",1994,1,null,40000,null,24,null,28600,null,0,null,0,null
"Red River",1995,4,null,37500,null,0,null,0,null,0,null,0,null
"Red River",1996,0,null,0,null,0,null,0,null,0,null,0,null
"Red River",1997,0,null,0,null,0,null,0,null,0,null,0,null
"Red River",1998,1,null,44400,null,0,null,0,null,0,null,0,null
"Red River",1999,4,null,87300,null,0,null,0,null,0,null,0,null
"Red River",2000,5,null,83800,null,0,null,0,null,0,null,0,null
"Red River",2001,12,null,44000,null,0,null,0,null,0,null,0,null
"Red River",2002,2,null,96800,null,0,null,0,null,0,null,0,null
"Red River",2003,2,0,44800,-53.7,0,null,0,null,0,null,0,null
"Red River",2004,4,100,59900,33.7,0,0,0,0,0,0,0,0
"Red River",2005,3,-25,49800,-16.9,0,0,0,0,0,0,0,0
"Red River",2006,3,0,44800,-10,0,0,0,0,0,0,0,0
"Red River",2007,2,-33.3,44800,0,0,0,0,0,0,0,0,0
"Red River",2008,1,-50,44800,0,0,0,0,0,0,0,0,0
"Red River",2009,7,600,78600,75.4,0,0,0,0,0,0,0,0
"Red River",2010,11,57.1,76900,-2.2,0,0,0,0,0,0,0,0
"Red River",2011,6,-45.5,78600,2.2,0,0,0,0,0,0,0,0
"Red River",2012,7,16.7,78600,0,0,0,0,0,0,0,0,0
"Red River",2013,8,14.3,78600,0,0,0,0,0,0,0,0,0
"Red River",2014,8,0,78600,0,0,0,0,0,0,0,0,0
"Red River",2015,9,12.5,78600,0,0,0,0,0,0,0,0,0
"Red River",2016,6,-33.3,72100,-8.3,2,0,45000,0,0,0,0,0
"Red River",2017,0,-100,0,-100,0,-100,0,-100,0,0,0,0
"Reeves",1980,20,null,40000,null,0,null,0,null,58,null,20700,null
"Reeves",1981,19,-5,57100,42.8,4,0,18800,0,0,-100,0,-100
"Reeves",1982,11,-42.1,17800,-68.8,0,-100,0,-100,0,0,0,0
"Reeves",1983,8,-27.3,40500,127.5,0,0,0,0,0,0,0,0
"Reeves",1984,13,62.5,45300,11.9,0,0,0,0,0,0,0,0
"Reeves",1985,6,-53.8,26000,-42.6,0,0,0,0,0,0,0,0
"Reeves",1986,6,0,23900,-8.1,0,0,0,0,0,0,0,0
"Reeves",1987,4,-33.3,31600,32.2,0,0,0,0,0,0,0,0
"Reeves",1988,7,75,16200,-48.7,0,0,0,0,0,0,0,0
"Reeves",1989,3,-57.1,21700,34,0,0,0,0,0,0,0,0
"Reeves",1990,2,-33.3,3400,-84.3,0,0,0,0,0,0,0,0
"Reeves",1991,0,-100,0,-100,0,0,0,0,0,0,0,0
"Reeves",1992,0,0,0,0,0,0,0,0,0,0,0,0
"Reeves",1993,1,0,30000,0,0,0,0,0,0,0,0,0
"Reeves",1994,1,0,30000,0,0,0,0,0,0,0,0,0
"Reeves",1995,1,0,180000,500,0,0,0,0,0,0,0,0
"Reeves",1996,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",1997,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",1998,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",1999,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2000,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2001,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2002,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2003,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2004,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2005,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2006,2,100,180000,0,0,0,0,0,0,0,0,0
"Reeves",2007,1,-50,180000,0,0,0,0,0,0,0,0,0
"Reeves",2008,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2009,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2010,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2011,1,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2012,2,100,180000,0,0,0,0,0,0,0,0,0
"Reeves",2013,3,50,180000,0,0,0,0,0,0,0,0,0
"Reeves",2014,3,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2015,3,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2016,3,0,180000,0,0,0,0,0,0,0,0,0
"Reeves",2017,4,33.3,180000,0,0,0,0,0,0,0,0,0
"Refugio",1980,7,null,37100,null,0,null,0,null,0,null,0,null
"Refugio",1981,8,14.3,29100,-21.6,0,0,0,0,0,0,0,0
"Refugio",1982,16,100,34400,18.2,0,0,0,0,0,0,0,0
"Refugio",1983,8,-50,62500,81.7,0,0,0,0,0,0,0,0
"Refugio",1984,7,-12.5,49100,-21.4,0,0,0,0,0,0,0,0
"Refugio",1985,4,-42.9,60000,22.2,0,0,0,0,0,0,0,0
"Refugio",1986,5,25,37900,-36.8,0,0,0,0,0,0,0,0
"Refugio",1987,0,-100,0,-100,0,0,0,0,0,0,0,0
