area,year,f1units,f1change,f1value,f1valchange,f24units,f24change,f24value,f24valchange,f5units,f5change,f5value,f5valchange
"Anderson",1980,102,null,33800,null,36,null,15800,null,12,null,15900,null
"Anderson",1981,92,-9.8,37300,10.4,12,-66.7,18100,14.6,152,1166.7,18600,17
"Anderson",1982,77,-16.3,34200,-8.3,10,-16.7,21000,16,6,-96.1,21300,14.5
"Anderson",1983,65,-15.6,47800,39.8,38,280,25200,20,28,366.7,21200,-0.5
"Anderson",1984,79,21.5,42300,-11.5,8,-78.9,31600,25.4,285,917.9,22000,3.8
"Anderson",1985,69,-12.7,38700,-8.5,2,-75,37500,18.7,50,-82.5,22900,4.1
"Anderson",1986,39,-43.5,49400,27.6,12,500,13800,-63.2,40,-20,9000,-60.7
"Anderson",1987,34,-12.8,39200,-20.6,0,-100,0,-100,0,-100,0,-100
"Anderson",1988,36,5.9,43800,11.7,0,0,0,0,0,0,0,0
"Anderson",1989,27,-25,42300,-3.4,0,0,0,0,0,0,0,0
"Anderson",1990,10,-63,36400,-13.9,0,0,0,0,0,0,0,0
"Anderson",1991,10,0,79300,117.9,2,0,55900,0,0,0,0,0
"Anderson",1992,14,40,41900,-47.2,0,-100,0,-100,0,0,0,0
"Anderson",1993,25,78.6,60000,43.2,0,0,0,0,0,0,0,0
"Anderson",1994,27,8,64100,6.8,42,0,18600,0,0,0,0,0
"Anderson",1995,32,18.5,68200,6.4,2,-95.2,37200,100,0,0,0,0
"Anderson",1996,26,-18.8,77400,13.5,2,0,37200,0,0,0,0,0
"Anderson",1997,20,-23.1,64500,-16.7,0,-100,0,-100,0,0,0,0
"Anderson",1998,26,30,68500,6.2,0,0,0,0,0,0,0,0
"Anderson",1999,21,-19.2,87400,27.6,0,0,0,0,0,0,0,0
"Anderson",2000,34,61.9,93900,7.4,20,0,22300,0,14,0,28600,0
"Anderson",2001,24,-29.4,71500,-23.9,76,280,29600,32.7,0,-100,0,-100
"Anderson",2002,12,-50,78100,9.2,0,-100,0,-100,0,0,0,0
"Anderson",2003,24,100,59400,-23.9,0,0,0,0,0,0,0,0
"Anderson",2004,17,-29.2,180400,203.7,4,0,61000,0,0,0,0,0
"Anderson",2005,23,35.3,67700,-62.5,0,-100,0,-100,0,0,0,0
"Anderson",2006,18,-21.7,520000,668.1,0,0,0,0,76,0,60200,0
"Anderson",2007,214,1088.9,14500,-97.2,0,0,0,0,0,-100,0,-100
"Anderson",2008,23,-89.3,175100,1107.6,0,0,0,0,0,0,0,0
"Anderson",2009,13,-43.5,177500,1.4,0,0,0,0,0,0,0,0
"Anderson",2010,16,23.1,176900,-0.3,0,0,0,0,0,0,0,0
"Anderson",2011,13,-18.8,178600,1,0,0,0,0,0,0,0,0
"Anderson",2012,6,-53.8,119900,-32.9,0,0,0,0,0,0,0,0
"Anderson",2013,4,-33.3,116000,-3.3,2,0,87700,0,0,0,0,0
"Anderson",2014,3,-25,102500,-11.6,0,-100,0,-100,0,0,0,0
"Anderson",2015,7,133.3,164000,60,0,0,0,0,0,0,0,0
"Anderson",2016,13,85.7,161500,-1.5,0,0,0,0,0,0,0,0
"Anderson",2017,14,7.7,148600,-8,0,0,0,0,0,0,0,0
"Andrews",1980,38,null,40000,null,6,null,20000,null,0,null,0,null
"Andrews",1981,59,55.3,57100,42.8,39,550,44000,120,12,0,15400,0
"Andrews",1982,60,1.7,62000,8.6,44,12.8,30700,-30.2,50,316.7,19000,23.4
"Andrews",1983,35,-41.7,63600,2.6,0,-100,0,-100,24,-52,24000,26.3
"Andrews",1984,26,-25.7,101600,59.7,0,0,0,0,0,-100,0,-100
"Andrews",1985,51,96.2,86200,-15.2,3,0,50000,0,0,0,0,0
"Andrews",1986,13,-74.5,68500,-20.5,0,-100,0,-100,0,0,0,0
"Andrews",1987,8,-38.5,95100,38.8,0,0,0,0,0,0,0,0
"Andrews",1988,6,-25,73600,-22.6,0,0,0,0,0,0,0,0
"Andrews",1989,24,300,25700,-65.1,0,0,0,0,0,0,0,0
"Andrews",1990,5,-79.2,99800,288.3,0,0,0,0,0,0,0,0
"Andrews",1991,4,-20,59500,-40.4,0,0,0,0,0,0,0,0
"Andrews",1992,3,-25,90700,52.4,0,0,0,0,0,0,0,0
"Andrews",1993,2,-33.3,155000,70.9,0,0,0,0,0,0,0,0
"Andrews",1994,3,50,91000,-41.3,24,0,23000,0,0,0,0,0
"Andrews",1995,3,0,68000,-25.3,0,-100,0,-100,0,0,0,0
"Andrews",1996,10,233.3,117000,72.1,0,0,0,0,0,0,0,0
"Andrews",1997,10,0,156600,33.8,0,0,0,0,0,0,0,0
"Andrews",1998,8,-20,132900,-15.1,0,0,0,0,0,0,0,0
"Andrews",1999,6,-25,198500,49.4,0,0,0,0,0,0,0,0
"Andrews",2000,24,300,69500,-65,0,0,0,0,0,0,0,0
"Andrews",2001,11,-54.2,115700,66.5,0,0,0,0,0,0,0,0
"Andrews",2002,13,18.2,143100,23.7,0,0,0,0,0,0,0,0
"Andrews",2003,11,-15.4,163600,14.3,0,0,0,0,0,0,0,0
"Andrews",2004,12,9.1,136000,-16.9,0,0,0,0,0,0,0,0
"Andrews",2005,24,100,152700,12.3,0,0,0,0,0,0,0,0
"Andrews",2006,40,66.7,195000,27.7,0,0,0,0,0,0,0,0
"Andrews",2007,154,285,243700,25,0,0,0,0,0,0,0,0
"Andrews",2008,57,-63,144500,-40.7,4,0,50000,0,0,0,0,0
"Andrews",2009,46,-19.3,175900,21.7,0,-100,0,-100,0,0,0,0
"Andrews",2010,31,-32.6,174300,-0.9,0,0,0,0,40,0,57800,0
"Andrews",2011,60,93.5,142700,-18.1,0,0,0,0,0,-100,0,-100
"Andrews",2012,54,-10,170700,19.6,0,0,0,0,0,0,0,0
"Andrews",2013,58,7.4,188800,10.6,0,0,0,0,0,0,0,0
"Andrews",2014,53,-8.6,227900,20.7,0,0,0,0,102,0,47900,0
"Andrews",2015,22,-58.5,230200,1,0,0,0,0,0,-100,0,-100
"Andrews",2016,8,-63.6,296500,28.8,0,0,0,0,0,0,0,0
"Andrews",2017,18,125,246900,-16.7,0,0,0,0,0,0,0,0
"Angelina",1980,174,null,48100,null,5,null,21200,null,164,null,19100,null
"Angelina",1981,86,-50.6,62300,29.5,2,-60,40000,88.7,10,-93.9,130700,584.3
"Angelina",1982,80,-7,49800,-20.1,6,200,87600,119,213,2030,16100,-87.7
"Angelina",1983,155,93.8,52700,5.8,35,483.3,41400,-52.7,128,-39.9,14700,-8.7
"Angelina",1984,103,-33.5,61000,15.7,0,-100,0,-100,216,68.8,16300,10.9
"Angelina",1985,112,8.7,56200,-7.9,2,0,42500,0,168,-22.2,22700,39.3
"Angelina",1986,83,-25.9,61500,9.4,4,100,28300,-33.4,0,-100,0,-100
"Angelina",1987,80,-3.6,61700,0.3,4,0,31400,11,0,0,0,0
"Angelina",1988,81,1.2,61700,0,0,-100,0,-100,0,0,0,0
"Angelina",1989,101,24.7,67700,9.7,0,0,0,0,0,0,0,0
"Angelina",1990,64,-36.6,57600,-14.9,0,0,0,0,0,0,0,0
"Angelina",1991,92,43.8,71300,23.8,0,0,0,0,0,0,0,0
"Angelina",1992,120,30.4,72100,1.1,0,0,0,0,103,0,41600,0
"Angelina",1993,146,21.7,82800,14.8,0,0,0,0,0,-100,0,-100
"Angelina",1994,121,-17.1,77200,-6.8,0,0,0,0,0,0,0,0
"Angelina",1995,119,-1.7,90900,17.7,0,0,0,0,0,0,0,0
"Angelina",1996,136,14.3,77500,-14.7,8,0,15000,0,0,0,0,0
"Angelina",1997,137,0.7,107700,39,2,-75,15000,0,0,0,0,0
"Angelina",1998,152,10.9,103300,-4.1,20,900,43100,187.3,0,0,0,0
"Angelina",1999,159,4.6,103200,-0.1,12,-40,50100,16.2,0,0,0,0
"Angelina",2000,132,-17,107500,4.2,9,-25,50100,0,0,0,0,0
"Angelina",2001,144,9.1,105900,-1.5,9,0,50100,0,0,0,0,0
"Angelina",2002,156,8.3,103000,-2.7,12,33.3,50100,0,0,0,0,0
"Angelina",2003,166,6.4,103700,0.7,15,25,50100,0,0,0,0,0
"Angelina",2004,107,-35.5,96500,-6.9,0,-100,0,-100,0,0,0,0
"Angelina",2005,104,-2.8,107800,11.7,0,0,0,0,0,0,0,0
"Angelina",2006,128,23.1,127800,18.6,4,0,50900,0,53,0,105100,0
"Angelina",2007,119,-7,131500,2.9,0,-100,0,-100,0,-100,0,-100
"Angelina",2008,71,-40.3,124500,-5.3,0,0,0,0,0,0,0,0
"Angelina",2009,52,-26.8,137500,10.4,0,0,0,0,0,0,0,0
"Angelina",2010,43,-17.3,159800,16.2,0,0,0,0,80,0,60400,0
"Angelina",2011,120,179.1,90700,-43.2,0,0,0,0,288,260,52200,-13.6
"Angelina",2012,55,-54.2,156100,72.1,2,0,65000,0,0,-100,0,-100
"Angelina",2013,63,14.5,146600,-6.1,7,250,46900,-27.8,0,0,0,0
"Angelina",2014,77,22.2,166800,13.8,10,42.9,35500,-24.3,0,0,0,0
"Angelina",2015,54,-29.9,143600,-13.9,0,-100,0,-100,0,0,0,0
"Angelina",2016,60,11.1,158200,10.2,4,0,71000,0,0,0,0,0
"Angelina",2017,47,-21.7,161400,2,6,50,84300,18.7,0,0,0,0
"Aransas",1980,26,null,40200,null,0,null,0,null,50,null,20400,null
"Aransas",1981,60,130.8,36100,-10.2,0,0,0,0,0,-100,0,-100
"Aransas",1982,35,-41.7,55900,54.8,54,0,30200,0,0,0,0,0
"Aransas",1983,79,125.7,68300,22.2,2,-96.3,9000,-70.2,62,0,16100,0
"Aransas",1984,32,-59.5,87700,28.4,24,1100,58800,553.3,115,85.5,20900,29.8
"Aransas",1985,27,-15.6,75200,-14.3,4,-83.3,34200,-41.8,165,43.5,33700,61.2
"Aransas",1986,36,33.3,56700,-24.6,8,100,17800,-48,65,-60.6,42700,26.7
"Aransas",1987,37,2.8,70400,24.2,0,-100,0,-100,0,-100,0,-100
"Aransas",1988,27,-27,74300,5.5,2,0,12500,0,0,0,0,0
"Aransas",1989,23,-14.8,95700,28.8,0,-100,0,-100,0,0,0,0
"Aransas",1990,16,-30.4,99400,3.9,0,0,0,0,0,0,0,0
"Aransas",1991,23,43.8,110900,11.6,0,0,0,0,0,0,0,0
"Aransas",1992,22,-4.3,98900,-10.8,0,0,0,0,0,0,0,0
"Aransas",1993,58,163.6,55800,-43.6,0,0,0,0,0,0,0,0
"Aransas",1994,46,-20.7,106300,90.5,4,0,12000,0,0,0,0,0
"Aransas",1995,57,23.9,94400,-11.2,3,-25,40000,233.3,0,0,0,0
"Aransas",1996,116,103.5,86700,-8.2,4,33.3,23800,-40.5,0,0,0,0
"Aransas",1997,125,7.8,85100,-1.8,0,-100,0,-100,0,0,0,0
"Aransas",1998,122,-2.4,85100,0,0,0,0,0,0,0,0,0
"Aransas",1999,68,-44.3,117000,37.5,0,0,0,0,0,0,0,0
"Aransas",2000,101,48.5,123800,5.8,44,0,55700,0,68,0,55700,0
"Aransas",2001,8,-92.1,163900,32.4,0,-100,0,-100,0,-100,0,-100
"Aransas",2002,87,987.5,149100,-9,2,0,87500,0,0,0,0,0
"Aransas",2003,177,103.4,127900,-14.2,2,0,90000,2.9,76,0,41400,0
"Aransas",2004,220,24.3,123400,-3.5,0,-100,0,-100,0,-100,0,-100
"Aransas",2005,256,16.4,138500,12.2,0,0,0,0,0,0,0,0
"Aransas",2006,213,-16.8,136700,-1.3,4,0,176000,0,12,0,116300,0
"Aransas",2007,167,-21.6,155200,13.5,6,50,76700,-56.4,200,1566.7,41000,-64.7
"Aransas",2008,127,-24,141300,-9,14,133.3,60000,-21.8,0,-100,0,-100
"Aransas",2009,97,-23.6,131900,-6.7,0,-100,0,-100,0,0,0,0
"Aransas",2010,100,3.1,140200,6.3,0,0,0,0,0,0,0,0
"Aransas",2011,70,-30,116900,-16.6,0,0,0,0,0,0,0,0
"Aransas",2012,89,27.1,135600,16,0,0,0,0,0,0,0,0
"Aransas",2013,115,29.2,200000,47.5,0,0,0,0,0,0,0,0
"Aransas",2014,169,47,148300,-25.8,0,0,0,0,0,0,0,0
"Aransas",2015,177,4.7,196700,32.6,2,0,110000,0,0,0,0,0
"Aransas",2016,187,5.6,147700,-24.9,2,0,110000,0,0,0,0,0
"Aransas",2017,155,-17.1,206800,40,2,0,110000,0,0,0,0,0
"Archer",1980,0,null,0,null,0,null,0,null,0,null,0,null
"Archer",1981,10,null,41500,null,0,null,0,null,0,null,0,null
"Archer",1982,30,null,28000,null,0,null,0,null,5,null,7000,null
"Archer",1983,50,null,80500,null,0,null,0,null,5,null,20900,null
"Archer",1984,19,null,40300,null,0,null,0,null,5,null,32000,null
"Archer",1985,8,null,39400,null,0,null,0,null,0,null,0,null
"Archer",1986,1,null,80000,null,0,null,0,null,0,null,0,null
"Archer",1987,0,null,0,null,0,null,0,null,0,null,0,null
"Archer",1988,4,null,66800,null,0,null,0,null,0,null,0,null
"Archer",1989,5,null,70600,null,0,null,0,null,0,null,0,null
"Archer",1990,6,null,60300,null,0,null,0,null,0,null,0,null
"Archer",1991,4,null,87500,null,0,null,0,null,0,null,0,null
"Archer",1992,4,null,82700,null,0,null,0,null,0,null,0,null
"Archer",1993,5,25,78000,-5.7,0,null,0,null,0,null,0,null
"Archer",1994,11,120,115800,48.5,0,0,0,0,0,0,0,0
"Archer",1995,8,-27.3,91100,-21.3,0,0,0,0,0,0,0,0
"Archer",1996,12,50,100300,10.1,0,0,0,0,0,0,0,0
"Archer",1997,7,-41.7,103000,2.7,0,0,0,0,0,0,0,0
"Archer",1998,13,85.7,107700,4.6,0,0,0,0,0,0,0,0
"Archer",1999,9,-30.8,120600,12,0,0,0,0,0,0,0,0
"Archer",2000,10,11.1,124500,3.2,0,0,0,0,0,0,0,0
"Archer",2001,3,-70,163300,31.2,0,0,0,0,0,0,0,0
"Archer",2002,8,166.7,119200,-27,0,0,0,0,0,0,0,0
"Archer",2003,9,12.5,138900,16.5,0,0,0,0,0,0,0,0
"Archer",2004,10,11.1,124300,-10.5,0,0,0,0,0,0,0,0
"Archer",2005,10,0,173300,39.4,6,0,56700,0,0,0,0,0
"Archer",2006,21,110,165600,-4.4,0,-100,0,-100,0,0,0,0
"Archer",2007,9,-57.1,166700,0.7,0,0,0,0,0,0,0,0
"Archer",2008,14,55.6,88000,-47.2,0,0,0,0,0,0,0,0
"Archer",2009,9,-35.7,108800,23.6,0,0,0,0,0,0,0,0
"Archer",2010,12,33.3,100800,-7.4,0,0,0,0,0,0,0,0
"Archer",2011,9,-25,55000,-45.4,0,0,0,0,0,0,0,0
"Archer",2012,4,-55.6,226200,311.3,0,0,0,0,0,0,0,0
"Archer",2013,6,50,122500,-45.8,0,0,0,0,0,0,0,0
"Archer",2014,9,50,82200,-32.9,0,0,0,0,0,0,0,0
"Archer",2015,6,-33.3,196300,138.8,0,0,0,0,0,0,0,0
"Archer",2016,5,-16.7,217000,10.5,0,0,0,0,0,0,0,0
"Archer",2017,7,40,154000,-29,0,0,0,0,0,0,0,0
"Armstrong",1991,0,null,0,null,0,null,0,null,0,null,0,null
"Armstrong",1992,2,null,90000,null,0,null,0,null,0,null,0,null
"Armstrong",1993,0,null,0,null,0,null,0,null,0,null,0,null
"Armstrong",1994,3,null,87400,null,0,null,0,null,0,null,0,null
"Armstrong",1995,1,null,65000,null,0,null,0,null,0,null,0,null
"Armstrong",1996,3,null,41000,null,0,null,0,null,0,null,0,null
"Armstrong",1997,0,null,0,null,0,null,0,null,18,null,43100,null
"Armstrong",1998,2,null,116000,null,0,null,0,null,0,null,0,null
"Armstrong",1999,1,null,100000,null,0,null,0,null,0,null,0,null
"Armstrong",2000,2,null,81000,null,0,null,0,null,0,null,0,null
"Armstrong",2001,2,null,155000,null,0,null,0,null,0,null,0,null
"Armstrong",2002,3,null,154300,null,0,null,0,null,0,null,0,null
"Armstrong",2003,3,0,146000,-5.4,0,null,0,null,0,null,0,null
"Armstrong",2004,4,33.3,255000,74.7,0,0,0,0,0,0,0,0
"Armstrong",2005,1,-75,260000,2,0,0,0,0,0,0,0,0
"Armstrong",2006,1,0,170000,-34.6,0,0,0,0,0,0,0,0
"Armstrong",2007,0,-100,0,-100,0,0,0,0,0,0,0,0
"Armstrong",2008,0,0,0,0,0,0,0,0,0,0,0,0
"Armstrong",2009,1,0,189000,0,0,0,0,0,0,0,0,0
"Armstrong",2010,0,-100,0,-100,0,0,0,0,0,0,0,0
"Armstrong",2011,0,0,0,0,0,0,0,0,0,0,0,0
"Armstrong",2012,0,0,0,0,0,0,0,0,0,0,0,0
"Armstrong",2013,1,0,200000,0,0,0,0,0,0,0,0,0
"Armstrong",2014,0,-100,0,-100,0,0,0,0,0,0,0,0
"Armstrong",2015,1,0,600000,0,0,0,0,0,0,0,0,0
"Armstrong",2016,7,600,161200,-73.1,0,0,0,0,0,0,0,0
"Armstrong",2017,8,14.3,200600,24.4,0,0,0,0,0,0,0,0
"Atascosa",1980,56,null,30500,null,16,null,26900,null,0,null,0,null
"Atascosa",1981,71,26.8,39900,30.8,0,-100,0,-100,0,0,0,0
"Atascosa",1982,62,-12.7,32300,-19,0,0,0,0,0,0,0,0
"Atascosa",1983,43,-30.6,46600,44.3,2,0,5000,0,66,0,25800,0
"Atascosa",1984,29,-32.6,36600,-21.5,0,-100,0,-100,16,-75.8,9400,-63.6
"Atascosa",1985,12,-58.6,38800,6,4,0,23000,0,0,-100,0,-100
"Atascosa",1986,44,266.7,40900,5.4,0,-100,0,-100,0,0,0,0
"Atascosa",1987,40,-9.1,45500,11.2,0,0,0,0,24,0,25600,0
"Atascosa",1988,24,-40,44400,-2.4,0,0,0,0,0,-100,0,-100
"Atascosa",1989,21,-12.5,51800,16.7,0,0,0,0,0,0,0,0
"Atascosa",1990,24,14.3,42500,-18,0,0,0,0,0,0,0,0
"Atascosa",1991,54,125,35300,-16.9,0,0,0,0,0,0,0,0
"Atascosa",1992,37,-31.5,85200,141.4,10,0,13600,0,0,0,0,0
"Atascosa",1993,50,35.1,56500,-33.7,24,140,25000,83.8,0,0,0,0
"Atascosa",1994,49,-2,60900,7.8,0,-100,0,-100,0,0,0,0
"Atascosa",1995,45,-8.2,49900,-18.1,0,0,0,0,0,0,0,0
"Atascosa",1996,58,28.9,47000,-5.8,0,0,0,0,0,0,0,0
"Atascosa",1997,47,-19,56000,19.1,2,0,10000,0,0,0,0,0
"Atascosa",1998,51,8.5,67400,20.4,2,0,10000,0,0,0,0,0
"Atascosa",1999,45,-11.8,63100,-6.4,0,-100,0,-100,0,0,0,0
"Atascosa",2000,66,46.7,64300,1.9,0,0,0,0,0,0,0,0
"Atascosa",2001,43,-34.8,71100,10.6,6,0,31600,0,0,0,0,0
"Atascosa",2002,54,25.6,71900,1.1,19,216.7,37800,19.6,0,0,0,0
"Atascosa",2003,55,1.9,99900,38.9,26,36.8,23800,-37,0,0,0,0
"Atascosa",2004,64,16.4,106200,6.3,8,-69.2,29500,23.9,0,0,0,0
"Atascosa",2005,64,0,104300,-1.8,4,-50,47000,59.3,0,0,0,0
"Atascosa",2006,119,85.9,93000,-10.8,0,-100,0,-100,0,0,0,0
"Atascosa",2007,71,-40.3,123500,32.8,0,0,0,0,0,0,0,0
"Atascosa",2008,41,-42.3,135100,9.4,0,0,0,0,0,0,0,0
"Atascosa",2009,32,-22,138800,2.7,0,0,0,0,0,0,0,0
"Atascosa",2010,34,6.2,136600,-1.6,2,0,67500,0,0,0,0,0
"Atascosa",2011,66,94.1,128300,-6.1,2,0,67500,0,0,0,0,0
"Atascosa",2012,58,-12.1,148000,15.4,8,300,48100,-28.7,0,0,0,0
"Atascosa",2013,60,3.4,148900,0.6,4,-50,41200,-14.3,0,0,0,0
"Atascosa",2014,67,11.7,187800,26.1,2,-50,67500,63.8,0,0,0,0
"Atascosa",2015,43,-35.8,165400,-11.9,0,-100,0,-100,0,0,0,0
"Atascosa",2016,34,-20.9,159000,-3.9,0,0,0,0,0,0,0,0
"Atascosa",2017,36,5.9,182100,14.5,0,0,0,0,0,0,0,0
"Austin",1980,60,null,60000,null,8,null,18800,null,0,null,0,null
"Austin",1981,74,23.3,47200,-21.3,0,-100,0,-100,40,0,21200,0
"Austin",1982,43,-41.9,50000,5.9,6,0,28300,0,14,-65,19300,-9
"Austin",1983,41,-4.7,50500,1,10,66.7,28900,2.1,45,221.4,17800,-7.8
"Austin",1984,66,61,52100,3.2,0,-100,0,-100,68,51.1,19100,7.3
"Austin",1985,21,-68.2,54500,4.6,47,0,21900,0,0,-100,0,-100
"Austin",1986,23,9.5,62000,13.8,0,-100,0,-100,54,0,23600,0
"Austin",1987,7,-69.6,54600,-11.9,0,0,0,0,0,-100,0,-100
"Austin",1988,5,-28.6,52000,-4.8,0,0,0,0,0,0,0,0
"Austin",1989,7,40,68000,30.8,0,0,0,0,0,0,0,0
"Austin",1990,11,57.1,72300,6.3,0,0,0,0,0,0,0,0
"Austin",1991,14,27.3,64300,-11.1,0,0,0,0,0,0,0,0
"Austin",1992,26,85.7,61200,-4.8,0,0,0,0,0,0,0,0
"Austin",1993,34,30.8,94200,53.9,0,0,0,0,0,0,0,0
"Austin",1994,31,-8.8,82700,-12.2,0,0,0,0,0,0,0,0
"Austin",1995,24,-22.6,89500,8.2,0,0,0,0,0,0,0,0
"Austin",1996,27,12.5,76400,-14.6,0,0,0,0,0,0,0,0
"Austin",1997,28,3.7,75200,-1.6,0,0,0,0,0,0,0,0
"Austin",1998,27,-3.6,108300,44,2,0,27500,0,0,0,0,0
"Austin",1999,25,-7.4,92300,-14.8,0,-100,0,-100,5,0,52000,0
"Austin",2000,114,356,54400,-41.1,0,0,0,0,0,-100,0,-100
"Austin",2001,34,-70.2,115800,112.9,4,0,70500,0,0,0,0,0
"Austin",2002,45,32.4,100800,-13,6,50,70500,0,0,0,0,0
"Austin",2003,45,0,112300,11.4,0,-100,0,-100,0,0,0,0
"Austin",2004,28,-37.8,116900,4.1,0,0,0,0,0,0,0,0
"Austin",2005,46,64.3,115300,-1.4,3,0,53300,0,0,0,0,0
"Austin",2006,39,-15.2,143400,24.4,5,66.7,21600,-59.5,0,0,0,0
"Austin",2007,54,38.5,162300,13.2,0,-100,0,-100,0,0,0,0
"Austin",2008,36,-33.3,145900,-10.1,10,0,67200,0,0,0,0,0
"Austin",2009,30,-16.7,144300,-1.1,4,-60,56200,-16.4,0,0,0,0
"Austin",2010,18,-40,134700,-6.7,3,-25,46700,-16.9,0,0,0,0
"Austin",2011,17,-5.6,133900,-0.6,0,-100,0,-100,0,0,0,0
"Austin",2012,21,23.5,148600,11,0,0,0,0,0,0,0,0
"Austin",2013,30,42.9,157000,5.7,0,0,0,0,0,0,0,0
"Austin",2014,24,-20,176700,12.5,3,0,80000,0,0,0,0,0
"Austin",2015,19,-20.8,166100,-6,0,-100,0,-100,0,0,0,0
"Austin",2016,22,15.8,185500,11.7,6,0,122800,0,0,0,0,0
"Austin",2017,34,54.5,192900,4,0,-100,0,-100,0,0,0,0
"Bailey",1980,22,null,43400,null,10,null,22000,null,10,null,22000,null
"Bailey",1981,15,-31.8,40900,-5.8,0,-100,0,-100,0,-100,0,-100
"Bailey",1982,13,-13.3,27300,-33.3,0,0,0,0,0,0,0,0
"Bailey",1983,11,-15.4,35200,28.9,0,0,0,0,0,0,0,0
"Bailey",1984,11,0,26400,-25,0,0,0,0,0,0,0,0
"Bailey",1985,1,-90.9,33000,25,0,0,0,0,0,0,0,0
"Bailey",1986,1,0,33000,0,0,0,0,0,0,0,0,0
"Bailey",1987,1,0,160000,384.8,0,0,0,0,0,0,0,0
"Bailey",1988,2,100,20300,-87.3,0,0,0,0,0,0,0,0
"Bailey",1989,1,-50,104500,414.8,0,0,0,0,0,0,0,0
"Bailey",1990,1,0,104500,0,0,0,0,0,0,0,0,0
"Bailey",1991,1,0,100000,-4.3,0,0,0,0,0,0,0,0
"Bailey",1992,2,100,40000,-60,0,0,0,0,0,0,0,0
"Bailey",1993,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bailey",1994,1,0,83000,0,0,0,0,0,0,0,0,0
"Bailey",1995,2,100,97500,17.5,0,0,0,0,0,0,0,0
"Bailey",1996,1,-50,175000,79.5,0,0,0,0,0,0,0,0
"Bailey",1997,1,0,215800,23.3,0,0,0,0,0,0,0,0
"Bailey",1998,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bailey",1999,0,0,0,0,0,0,0,0,0,0,0,0
"Bailey",2000,1,0,305000,0,0,0,0,0,0,0,0,0
"Bailey",2001,1,0,305000,0,0,0,0,0,0,0,0,0
"Bailey",2002,1,0,305000,0,0,0,0,0,0,0,0,0
"Bailey",2003,3,200,125000,-59,0,0,0,0,0,0,0,0
"Bailey",2004,2,-33.3,162500,30,0,0,0,0,0,0,0,0
"Bailey",2005,6,200,115800,-28.7,0,0,0,0,0,0,0,0
"Bailey",2006,4,-33.3,101200,-12.6,2,0,89500,0,0,0,0,0
"Bailey",2007,0,-100,0,-100,0,-100,0,-100,0,0,0,0
"Bailey",2008,0,0,0,0,0,0,0,0,0,0,0,0
"Bailey",2009,5,0,127600,0,0,0,0,0,0,0,0,0
"Bailey",2010,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bailey",2011,4,0,80000,0,0,0,0,0,0,0,0,0
"Bailey",2012,6,50,50000,-37.5,0,0,0,0,0,0,0,0
"Bailey",2013,3,-50,80000,60,0,0,0,0,0,0,0,0
"Bailey",2014,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bailey",2015,0,0,0,0,0,0,0,0,0,0,0,0
"Bailey",2016,2,0,80000,0,0,0,0,0,0,0,0,0
"Bailey",2017,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bandera",1982,0,null,0,null,0,null,0,null,0,null,0,null
"Bandera",1983,9,null,31900,null,0,null,0,null,0,null,0,null
"Bandera",1984,1,-88.9,42000,31.7,2,0,45000,0,0,0,0,0
"Bandera",1985,0,-100,0,-100,0,-100,0,-100,0,0,0,0
"Bandera",1986,2,0,85000,0,0,0,0,0,0,0,0,0
"Bandera",1987,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bandera",1988,0,0,0,0,0,0,0,0,0,0,0,0
"Bandera",1989,6,0,49200,0,0,0,0,0,0,0,0,0
"Bandera",1990,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bandera",1991,3,0,30700,0,0,0,0,0,0,0,0,0
"Bandera",1992,1,-66.7,36400,18.6,0,0,0,0,0,0,0,0
"Bandera",1993,2,100,41400,13.7,0,0,0,0,0,0,0,0
"Bandera",1994,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bandera",1995,0,0,0,0,0,0,0,0,0,0,0,0
"Bandera",1996,0,0,0,0,0,0,0,0,0,0,0,0
"Bandera",1997,0,0,0,0,0,0,0,0,0,0,0,0
"Bandera",1998,2,0,47100,0,0,0,0,0,0,0,0,0
"Bandera",1999,4,100,58300,23.8,0,0,0,0,0,0,0,0
"Bandera",2000,3,-25,60400,3.6,0,0,0,0,0,0,0,0
"Bandera",2001,2,-33.3,102500,69.7,0,0,0,0,0,0,0,0
"Bandera",2002,2,0,100200,-2.2,0,0,0,0,0,0,0,0
"Bandera",2003,2,0,110400,10.2,0,0,0,0,0,0,0,0
"Bandera",2004,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bandera",2005,0,0,0,0,4,0,39800,0,48,0,77000,0
"Bandera",2006,2,0,153000,0,0,-100,0,-100,0,-100,0,-100
"Bandera",2007,2,0,311700,103.7,0,0,0,0,0,0,0,0
"Bandera",2008,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bandera",2009,1,0,60000,0,0,0,0,0,0,0,0,0
"Bandera",2010,0,-100,0,-100,0,0,0,0,0,0,0,0
"Bandera",2011,1,0,90000,0,0,0,0,0,0,0,0,0
